Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
433,Oliver Scarles,eng ENG,DF,West Ham,19-071,2005,7,0,161,1.8,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06,1.11,3.89,8.33,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
434,Dane Scarlett,eng ENG,FW,Tottenham,20-334,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Kevin Schade,de GER,FW,Brentford,23-086,2001,25,13,1240,13.8,0.51,0.14,0.65,0.51,0,0,0.14,0,0.38,0.38,0.17,0.54,2.46,1.96,6.74,0.51,0.15,0.65,0.51,0.65,0.38,0.16,0.54,0.38,0.54,Matches
436,Fabian Schar,ch SUI,DF,Newcastle Utd,33-063,1991,21,20,1782,19.8,0.1,0,0.1,0.1,0,0,0.25,0.05,0.08,0.08,0.02,0.09,0.61,3.43,0.71,0.1,0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09,Matches
437,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-060,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.18,0.18,0.18,0.27,3.64,4.55,8.18,0,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches
438,Alex Scott,eng ENG,MF,Bournemouth,21-184,2003,9,2,277,3.1,0,0,0,0,0,0,0,0,0.06,0.06,0.06,0.13,1.61,11.6,4.84,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,Matches
439,Matz Sels,be BEL,GK,Nott'ham Forest,32-361,1992,25,25,2250,25,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Nelson Semedo,pt POR,DF,Wolves,31-097,1993,21,20,1787,19.9,0,0.15,0.15,0,0,0,0.35,0,0.02,0.02,0.12,0.14,2.16,2.06,3.52,0,0.15,0.15,0,0.15,0.02,0.12,0.14,0.02,0.14,Matches
441,Antoine Semenyo,gh GHA,FW,Bournemouth,25-045,2000,24,24,2106,23.4,0.3,0.17,0.47,0.3,0,0,0.26,0,0.33,0.33,0.18,0.51,4.19,2.91,8.76,0.3,0.17,0.47,0.3,0.47,0.33,0.18,0.51,0.33,0.51,Matches
442,Marcos Senesi,ar ARG,DF,Bournemouth,27-287,1997,11,11,917,10.2,0,0,0,0,0,0,0.39,0,0.08,0.08,0.04,0.12,1.08,4.41,0.29,0,0,0,0,0,0.08,0.04,0.12,0.08,0.12,Matches
443,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,24-279,2000,4,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,Matches
444,Luke Shaw,eng ENG,DF,Manchester Utd,29-224,1995,2,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.25,7.5,0,0,0,0,0,0,0,0,0,0,0,Matches
445,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-227,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
446,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-195,1994,23,21,1916,21.3,0.09,0.19,0.28,0.09,0,0,0.23,0,0.14,0.14,0.19,0.32,3.62,4.18,7.32,0.09,0.19,0.28,0.09,0.28,0.13,0.19,0.32,0.13,0.32,Matches
447,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-204,1999,24,4,715,7.9,0.13,0.13,0.25,0.13,0,0,0.51,0,0.13,0.13,0.35,0.48,2.15,1.65,5.7,0.13,0.13,0.25,0.13,0.25,0.13,0.36,0.48,0.13,0.48,Matches
448,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-294,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,Matches
449,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-109,2005,2,1,96,1.1,0,0,0,0,0,0,0.91,0,0,0,0,0,0.91,2.73,0,0,0,0,0,0,0,0,0,0,0,Matches
450,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-249,1999,9,1,211,2.3,0.43,0.43,0.87,0.43,0,0,0,0,0.48,0.48,0.43,0.91,6.09,1.74,13,0.43,0.43,0.85,0.43,0.85,0.47,0.43,0.9,0.47,0.9,Matches
451,Oliver Skipp,eng ENG,MF,Leicester City,24-158,2000,15,7,765,8.5,0,0,0,0,0,0,0.47,0,0.01,0.01,0.02,0.04,1.53,2.59,1.53,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
452,William Smallbone,ie IRL,MF,Southampton,25-000,2000,9,4,376,4.2,0,0,0,0,0,0,0.24,0,0.07,0.07,0.07,0.14,0.95,3.1,3.57,0,0,0,0,0,0.07,0.08,0.15,0.07,0.15,Matches
453,Adam Smith,eng ENG,DF,Bournemouth,33-298,1991,17,12,1035,11.5,0,0,0,0,0,0,0.35,0,0.05,0.05,0.01,0.06,0.61,2.7,1.39,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches
454,Emile Smith Rowe,eng ENG,MF,Fulham,24-208,2000,23,19,1515,16.8,0.3,0.12,0.42,0.3,0,0,0.06,0,0.24,0.24,0.07,0.3,2.92,5.95,5.36,0.3,0.12,0.42,0.3,0.42,0.24,0.06,0.3,0.24,0.3,Matches
455,Dominic Solanke,eng ENG,FW,Tottenham,27-160,1997,18,18,1598,17.8,0.39,0.17,0.56,0.39,0,0,0,0,0.48,0.48,0.15,0.62,1.52,2.08,3.99,0.39,0.17,0.56,0.39,0.56,0.48,0.14,0.62,0.48,0.62,Matches
456,Carlos Soler,es ESP,"MF,FW",West Ham,28-050,1997,20,12,1036,11.5,0.09,0.09,0.17,0.09,0,0,0.43,0,0.1,0.1,0.1,0.2,0.96,3.74,1.74,0.09,0.09,0.17,0.09,0.17,0.11,0.09,0.2,0.11,0.2,Matches
457,Ramon Sosa,py PAR,"FW,MF",Nott'ham Forest,25-174,1999,14,1,241,2.7,0.37,0,0.37,0.37,0,0,0.37,0,0.33,0.33,0.15,0.52,3.7,1.48,5.19,0.37,0,0.37,0.37,0.37,0.35,0.15,0.51,0.35,0.51,Matches
458,Tomas Soucek,cz CZE,MF,West Ham,29-360,1995,23,20,1750,19.4,0.26,0.05,0.31,0.26,0,0,0.41,0,0.19,0.19,0.05,0.24,0.21,2.94,2.22,0.26,0.05,0.31,0.26,0.31,0.19,0.05,0.24,0.19,0.24,Matches
459,Boubakary Soumare,fr FRA,MF,Leicester City,25-360,1999,18,14,1285,14.3,0,0,0,0,0,0,0.56,0,0.01,0.01,0.02,0.03,1.4,4.34,1.05,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
460,Djed Spence,eng ENG,DF,Tottenham,24-196,2000,12,8,770,8.6,0,0.12,0.12,0,0,0,0.35,0.12,0.02,0.02,0.14,0.15,3.49,5.23,4.42,0,0.12,0.12,0,0.12,0.02,0.14,0.15,0.02,0.15,Matches
461,Jay Stansfield,eng ENG,MF,Fulham,22-089,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Jason Steele,eng ENG,GK,Brighton,34-187,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
463,Jack Stephens,eng ENG,DF,Southampton,31-025,1994,11,10,803,8.9,0,0,0,0,0,0,0.22,0.22,0.03,0.03,0.01,0.04,1.24,4.83,0.11,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
464,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-075,1994,10,4,286,3.2,0,0.31,0.31,0,0,0,0.31,0,0.28,0.28,0.06,0.34,5.31,4.38,15.6,0,0.31,0.31,0,0.31,0.28,0.06,0.35,0.28,0.35,Matches
465,Ross Stewart,sct SCO,"FW,MF",Southampton,28-225,1996,4,1,132,1.5,0,0,0,0,0,0,0.67,0,0.07,0.07,0,0.07,0.67,0.67,3.33,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
466,Jakub Stolarczyk,pl POL,GK,Leicester City,24-064,2000,6,6,540,6,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,Matches
467,John Stones,eng ENG,"DF,MF",Manchester City,30-269,1994,11,6,548,6.1,0.33,0,0.33,0.33,0,0,0.16,0,0.07,0.07,0.02,0.08,1.64,3.44,0.33,0.33,0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches
468,Jorgen Strand Larsen,no NOR,FW,Wolves,25-015,2000,23,22,1833,20.4,0.34,0.1,0.44,0.34,0,0,0.1,0,0.31,0.31,0.08,0.39,0.44,0.88,3.09,0.34,0.1,0.44,0.34,0.44,0.31,0.08,0.39,0.31,0.39,Matches
469,Yukinari Sugawara,jp JPN,DF,Southampton,24-238,2000,22,13,1211,13.5,0.07,0.07,0.15,0.07,0,0,0.3,0,0.03,0.03,0.16,0.19,2,4.37,4.37,0.07,0.07,0.15,0.07,0.15,0.03,0.17,0.2,0.03,0.2,Matches
470,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-006,2002,13,4,390,4.3,0.23,0,0.23,0.23,0,0,0,0,0.19,0.19,0,0.21,3.95,1.4,7.44,0.23,0,0.23,0.23,0.23,0.19,0.01,0.2,0.19,0.2,Matches
471,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-114,2001,19,7,786,8.7,0.11,0.11,0.23,0.11,0,0,0.23,0,0.18,0.18,0.2,0.38,3.33,2.07,8.16,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches
472,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-150,1995,18,13,978,10.9,0.37,0,0.37,0.37,0,0,0.18,0,0.31,0.31,0.02,0.33,1.47,1.65,4.22,0.37,0,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches
473,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-119,2000,24,19,1728,19.2,0.16,0.1,0.26,0.16,0,0,0.31,0,0.31,0.31,0.22,0.53,3.07,4.79,5,0.16,0.1,0.26,0.16,0.26,0.31,0.22,0.53,0.31,0.53,Matches
474,Matt Targett,eng ENG,DF,Newcastle Utd,29-156,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,James Tarkowski,eng ENG,DF,Everton,32-094,1992,25,25,2241,24.9,0.04,0.04,0.08,0.04,0,0,0.16,0,0.04,0.04,0.09,0.13,0.16,2.33,0.12,0.04,0.04,0.08,0.04,0.08,0.04,0.09,0.13,0.04,0.13,Matches
476,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-336,1999,18,13,1200,13.3,0.15,0.38,0.53,0.15,0,0,0.23,0,0.34,0.34,0.2,0.53,2.26,5.71,6.39,0.15,0.37,0.52,0.15,0.52,0.34,0.2,0.53,0.34,0.53,Matches
477,Charlie Taylor,eng ENG,DF,Southampton,31-156,1993,7,2,266,3,0,0,0,0,0,0,0.33,0,0,0,0.03,0.03,1,2.67,2,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
478,Jack Taylor,ie IRL,MF,Ipswich Town,26-243,1998,19,1,419,4.7,0.21,0,0.21,0.21,0,0,0.64,0,0.11,0.11,0.11,0.23,1.7,6.81,2.77,0.21,0,0.21,0.21,0.21,0.12,0.12,0.23,0.12,0.23,Matches
479,Mathys Tel,fr FRA,FW,Tottenham,19-300,2005,1,1,90,1,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,2,0,6,0,0,0,0,0,0.72,0.06,0.78,0.72,0.78,Matches
480,Kenny Tete,nl NED,DF,Fulham,29-135,1995,15,15,1262,14,0,0.14,0.14,0,0,0,0.21,0,0.07,0.07,0.05,0.13,2.36,3,2.79,0,0.14,0.14,0,0.14,0.07,0.05,0.13,0.07,0.13,Matches
481,Thiago,br BRA,FW,Brentford,23-240,2001,4,1,132,1.5,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0.13,2,1.33,2.67,0,0,0,0,0,0.07,0.05,0.11,0.07,0.11,Matches
482,Luke Thomas,eng ENG,DF,Leicester City,23-256,2001,2,2,179,2,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.5,3.5,2.5,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
483,Youri Tielemans,be BEL,MF,Aston Villa,27-290,1997,26,26,2221,24.7,0.08,0.16,0.24,0.08,0,0.04,0.16,0,0.1,0.06,0.19,0.26,1.13,6.8,1.17,0.08,0.16,0.24,0.08,0.24,0.1,0.2,0.29,0.07,0.26,Matches
484,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-261,1997,3,0,20,0.2,0,0,0,0,0,0,0,0,0,0,1.5,1.5,5,0,5,0,0,0,0,0,0,1.35,1.35,0,1.35,Matches
485,Jurrien Timber,nl NED,DF,Arsenal,23-249,2001,22,21,1845,20.5,0.05,0.05,0.1,0.05,0,0,0.34,0,0.03,0.03,0.03,0.07,1.61,4.88,3.22,0.05,0.05,0.1,0.05,0.1,0.04,0.03,0.07,0.04,0.07,Matches
486,Jean-Clair Todibo,fr FRA,DF,West Ham,25-053,1999,15,8,866,9.6,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.31,1.77,0.1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
487,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-186,1995,3,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
488,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-108,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,2,2,0,2,0,10,0,0,0,0,0,0,2.37,0,2.37,2.37,2.37,Matches
489,Sandro Tonali,it ITA,MF,Newcastle Utd,24-289,2000,23,16,1551,17.2,0.06,0.06,0.12,0.06,0,0,0.29,0,0.18,0.18,0.03,0.22,1.34,4.36,1.98,0.06,0.06,0.12,0.06,0.12,0.18,0.03,0.21,0.18,0.21,Matches
490,Pau Torres,es ESP,DF,Aston Villa,28-036,1997,18,18,1549,17.2,0,0,0,0,0,0,0.06,0,0.03,0.03,0,0.03,1.8,4.07,0.23,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
491,Conor Townsend,eng ENG,DF,Ipswich Town,31-354,1993,3,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0.67,1.33,2.67,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
492,Adama Traore,es ESP,FW,Fulham,29-027,1996,24,13,1223,13.6,0.15,0.29,0.44,0.15,0,0,0.15,0,0.27,0.27,0.27,0.54,5.51,3.46,8.38,0.15,0.29,0.44,0.15,0.44,0.27,0.28,0.54,0.27,0.54,Matches
493,Mark Travers,ie IRL,GK,Bournemouth,25-279,1999,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
494,Ryan Trevitt,eng ENG,MF,Brentford,21-346,2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
495,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-155,1990,15,6,586,6.5,0,0,0,0,0,0,0.15,0,0,0,0.05,0.05,1.54,6.31,4.31,0,0,0,0,0,0,0.04,0.05,0,0.05,Matches
496,Leandro Trossard,be BEL,FW,Arsenal,30-079,1994,25,17,1537,17.1,0.23,0.29,0.53,0.23,0,0,0.18,0.06,0.23,0.23,0.26,0.49,3.1,3.8,7.72,0.23,0.29,0.53,0.23,0.53,0.23,0.26,0.49,0.23,0.49,Matches
497,Kostas Tsimikas,gr GRE,DF,Liverpool,28-285,1996,11,3,365,4.1,0,0.24,0.24,0,0,0,0.24,0,0.02,0.02,0.24,0.27,2.2,9.76,3.9,0,0.25,0.25,0,0.25,0.02,0.24,0.26,0.02,0.26,Matches
498,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-099,1997,13,12,1016,11.3,0,0,0,0,0,0,0.44,0.09,0.02,0.02,0.02,0.04,0.35,2.74,0.44,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
499,Destiny Udogie,it ITA,DF,Tottenham,22-085,2002,18,18,1430,15.9,0,0.06,0.06,0,0,0,0.13,0,0.02,0.02,0.08,0.1,2.45,6.1,4.97,0,0.06,0.06,0,0.06,0.02,0.08,0.1,0.02,0.1,Matches
500,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-316,2001,18,13,1079,12,0,0,0,0,0,0,0.67,0,0.03,0.03,0.04,0.07,0.58,3.17,0.83,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches
501,Lesley Ugochukwu,fr FRA,MF,Southampton,20-332,2004,15,7,790,8.8,0,0.11,0.11,0,0,0,0.34,0,0.05,0.05,0.08,0.11,1.93,3.98,1.48,0,0.11,0.11,0,0.11,0.04,0.08,0.12,0.04,0.12,Matches
502,Enes Unal,tr TUR,"FW,MF",Bournemouth,27-287,1997,17,2,345,3.8,0.53,0.26,0.79,0.53,0,0,0.53,0,0.71,0.71,0.11,0.82,1.05,3.16,5.79,0.52,0.26,0.78,0.52,0.78,0.72,0.1,0.82,0.72,0.82,Matches
503,Virgil van Dijk,nl NED,DF,Liverpool,33-228,1991,26,26,2340,26,0.04,0.04,0.08,0.04,0,0,0.12,0,0.06,0.06,0.02,0.08,0.46,4.42,0.19,0.04,0.04,0.08,0.04,0.08,0.06,0.02,0.08,0.06,0.08,Matches
504,Jamie Vardy,eng ENG,FW,Leicester City,38-041,1987,23,23,1866,20.7,0.34,0.14,0.48,0.29,0.05,0.05,0.19,0,0.41,0.37,0.12,0.49,1.01,0.82,3.72,0.34,0.14,0.48,0.29,0.43,0.4,0.12,0.52,0.37,0.49,Matches
505,Renato Veiga,pt POR,"DF,MF",Chelsea,21-207,2003,7,1,181,2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,3.5,1.5,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
506,Joel Veltman,nl NED,DF,Brighton,33-037,1992,19,19,1643,18.3,0,0,0,0,0,0,0.22,0,0.03,0.03,0.03,0.05,1.58,4.32,1.75,0,0,0,0,0,0.03,0.03,0.05,0.03,0.05,Matches
507,Micky van de Ven,nl NED,DF,Tottenham,23-308,2001,9,9,788,8.8,0,0.23,0.23,0,0,0,0.45,0,0.05,0.05,0.14,0.17,0.91,4.89,0.11,0,0.23,0.23,0,0.23,0.04,0.13,0.17,0.04,0.17,Matches
508,Bart Verbruggen,nl NED,GK,Brighton,22-187,2002,23,23,2070,23,0,0.04,0.04,0,0,0,0.17,0,0,0,0,0,0,0.09,0,0,0.04,0.04,0,0.04,0,0,0,0,0,Matches
509,Jannik Vestergaard,dk DEN,DF,Leicester City,32-202,1992,16,15,1260,14,0,0,0,0,0,0,0.36,0,0,0,0.01,0.01,0.14,1.86,0.14,0,0,0,0,0,0,0,0.01,0,0.01,Matches
510,Guglielmo Vicario,it ITA,GK,Tottenham,28-137,1996,13,13,1170,13,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,Matches
511,Carlos Vinicius,br BRA,MF,Fulham,29-333,1995,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.83,0,0.83,0.83,0.83,Matches
512,Kyle Walker,eng ENG,DF,Manchester City,34-269,1990,15,9,970,10.8,0,0,0,0,0,0,0.28,0,0.01,0.01,0.04,0.06,1.11,5.93,1.02,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,Matches
513,Kyle Walker-Peters,eng ENG,DF,Southampton,27-314,1997,23,23,2050,22.8,0,0.09,0.09,0,0,0,0.22,0,0.02,0.02,0.11,0.13,3.77,4.3,4.34,0,0.09,0.09,0,0.09,0.02,0.11,0.13,0.02,0.13,Matches
514,Christian Walton,eng ENG,GK,Ipswich Town,29-104,1995,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
515,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-087,1997,24,23,2074,23,0.09,0.04,0.13,0.09,0,0,0.04,0,0.04,0.04,0.06,0.1,3.09,4,4.22,0.09,0.04,0.13,0.09,0.13,0.04,0.06,0.1,0.04,0.1,Matches
516,Danny Ward,wls WAL,GK,Leicester City,31-244,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
517,James Ward-Prowse,eng ENG,MF,West Ham,30-112,1994,2,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0.14,0.14,4.29,10,0,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13,Matches
518,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-112,1994,9,5,400,4.4,0,0.23,0.23,0,0,0,0.45,0.23,0.02,0.02,0.25,0.27,0.23,3.64,0.68,0,0.23,0.23,0,0.23,0.01,0.25,0.26,0.01,0.26,Matches
519,Ollie Watkins,eng ENG,FW,Aston Villa,29-053,1995,26,22,1821,20.2,0.59,0.25,0.84,0.5,0.1,0.1,0,0,0.62,0.54,0.12,0.66,1.78,0.89,5.69,0.59,0.25,0.84,0.49,0.74,0.62,0.12,0.74,0.54,0.66,Matches
520,Adam Webster,eng ENG,DF,Brighton,30-048,1995,7,4,257,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.69,7.59,0.69,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
521,Danny Welbeck,eng ENG,FW,Brighton,34-087,1990,19,17,1438,16,0.38,0.25,0.63,0.38,0,0,0.13,0,0.38,0.38,0.06,0.44,0.94,2,3.44,0.38,0.25,0.63,0.38,0.63,0.38,0.06,0.44,0.38,0.44,Matches
522,Welington,br BRA,DF,Southampton,24-002,2001,2,2,125,1.4,0,0,0,0,0,0,0.71,0,0,0,0,0,0.71,2.14,3.57,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
523,Timo Werner,de GER,"FW,MF",Tottenham,28-352,1996,17,4,507,5.6,0,0.54,0.54,0,0,0,0,0,0.18,0.18,0.45,0.63,7.5,5.18,15.5,0,0.53,0.53,0,0.53,0.17,0.44,0.62,0.17,0.62,Matches
524,Adam Wharton,eng ENG,MF,Crystal Palace,20-264,2004,10,8,670,7.4,0,0,0,0,0,0,0,0,0.03,0.03,0.09,0.12,1.08,9.46,0.95,0,0,0,0,0,0.03,0.09,0.13,0.03,0.13,Matches
525,Ben White,eng ENG,DF,Arsenal,27-136,1997,9,7,695,7.7,0,0.13,0.13,0,0,0,0.26,0,0.01,0.01,0.05,0.08,0.52,3.9,1.95,0,0.13,0.13,0,0.13,0.02,0.06,0.07,0.02,0.07,Matches
526,Mats Wieffer,nl NED,MF,Brighton,25-097,1999,13,4,471,5.2,0.19,0.19,0.38,0.19,0,0,0.38,0,0.1,0.1,0.12,0.19,0.96,6.54,1.54,0.19,0.19,0.38,0.19,0.38,0.09,0.1,0.19,0.09,0.19,Matches
527,Neco Williams,wls WAL,DF,Nott'ham Forest,23-314,2001,22,15,1424,15.8,0.06,0.06,0.13,0.06,0,0,0.25,0,0.1,0.1,0.04,0.14,2.47,2.85,3.35,0.06,0.06,0.13,0.06,0.13,0.1,0.04,0.14,0.1,0.14,Matches
528,Willian,br BRA,MF,Fulham,36-196,1988,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,0,0,0,0,0,0,0,0,15.25,15.25,0,15.25,Matches
529,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-185,1999,22,7,669,7.4,0,0.14,0.14,0,0,0,0.27,0,0.12,0.12,0.2,0.31,2.7,3.78,7.03,0,0.13,0.13,0,0.13,0.11,0.2,0.31,0.11,0.31,Matches
530,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-360,1992,5,0,79,0.9,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,Matches
531,Harry Wilson,wls WAL,"FW,MF",Fulham,27-336,1997,19,8,839,9.3,0.54,0.11,0.65,0.54,0,0,0.22,0,0.34,0.34,0.11,0.45,1.72,4.52,7.63,0.54,0.11,0.64,0.54,0.64,0.35,0.11,0.45,0.35,0.45,Matches
532,Harry Winks,eng ENG,MF,Leicester City,29-019,1996,19,17,1456,16.2,0,0.12,0.12,0,0,0,0.25,0,0.01,0.01,0.07,0.09,0.93,5.68,0.62,0,0.12,0.12,0,0.12,0.01,0.07,0.09,0.01,0.09,Matches
533,Ben Winterburn,eng ENG,MF,Bournemouth,20-170,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
534,Yoane Wissa,cd COD,FW,Brentford,28-171,1996,22,21,1750,19.4,0.57,0.1,0.67,0.57,0,0,0.1,0,0.59,0.59,0.07,0.66,1.96,2.06,4.95,0.57,0.1,0.67,0.57,0.67,0.59,0.07,0.66,0.59,0.66,Matches
535,Chris Wood,nz NZL,FW,Nott'ham Forest,33-076,1991,25,24,2005,22.3,0.81,0.09,0.9,0.67,0.13,0.13,0.04,0,0.47,0.36,0.07,0.43,0.58,1.17,2.83,0.81,0.09,0.9,0.67,0.76,0.47,0.07,0.54,0.36,0.43,Matches
536,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-266,2002,9,7,624,6.9,0,0,0,0,0,0,0.29,0,0.03,0.03,0,0.04,0.29,2.46,0,0,0,0,0,0,0.03,0,0.04,0.03,0.04,Matches
537,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-123,1998,10,8,782,8.7,0,0,0,0,0,0,0.23,0,0,0,0,0,0.46,1.49,0,0,0,0,0,0,0,0,0,0,0,Matches
538,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-357,2004,19,6,641,7.1,0,0,0,0,0,0,0.28,0,0.07,0.07,0.03,0.1,1.55,3.94,4.93,0,0,0,0,0,0.08,0.02,0.1,0.08,0.1,Matches
539,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-092,1997,22,15,1457,16.2,0.06,0,0.06,0.06,0,0,0.37,0,0.1,0.1,0.04,0.15,0.74,2.28,0.68,0.06,0,0.06,0.06,0.06,0.11,0.04,0.15,0.11,0.15,Matches
540,Leny Yoro,fr FRA,DF,Manchester Utd,19-100,2005,11,5,545,6.1,0,0,0,0,0,0,0.33,0,0.11,0.11,0,0.11,0.49,3.77,0.33,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
541,Ashley Young,eng ENG,DF,Everton,39-227,1985,22,17,1503,16.7,0.06,0.18,0.24,0.06,0,0,0.3,0.06,0.02,0.02,0.08,0.1,1.08,4.79,1.2,0.06,0.18,0.24,0.06,0.24,0.02,0.09,0.1,0.02,0.1,Matches
542,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-173,2002,25,25,2250,25,0,0,0,0,0,0,0.12,0,0.03,0.03,0.02,0.05,0.72,3.68,0.12,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
