Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,01-Mar,CPA,Mis,Dis,Rec,PrgR,Matches
346,Rodrigo Muniz,br BRA,FW,Fulham,23-293,2001,7.6,29.2,1.18,2.5,14.9,12.4,5.13,29.2,1.71,0.53,30.8,0.79,46.2,14.6,60.9,18.8,0.53,0.39,0.13,4.08,2.11,22,3.29,Matches
347,Daniel Munoz,co COL,DF,Crystal Palace,28-271,1996,23,57.6,3.65,16,23.7,18.4,3,57.6,1.7,0.61,35.9,1,59,22.2,109.5,44,1.39,0.91,0.48,1.61,0.48,27.7,6.17,Matches
348,Arijanet Muric,xk KVX,GK,Ipswich Town,26-106,1998,18,38.3,31.1,37.3,1,0,0,38.3,0,0,,0,,22.5,116,65.4,0,0,0,0.17,0.06,17.8,0,Matches
349,Murillo,br BRA,DF,Nott'ham Forest,22-232,2002,23.5,51.6,12.1,27.1,22,3.11,0.64,51.6,1.06,0.89,84,0.17,16,22.5,117.2,69.9,0.55,0.85,0.04,0.55,0.34,26,0.17,Matches
350,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-363,1995,15.9,46.7,0.82,6.73,18.1,22.3,3.14,46.7,2.01,0.88,43.8,1.07,53.1,29.1,173.1,92.3,3.14,1.32,1.13,1.32,1.7,33.8,8.24,Matches
351,Vitaliy Mykolenko,ua UKR,DF,Everton,25-268,1999,22.2,48.5,3.78,15.9,20.8,12.1,0.77,48.5,0.68,0.23,33.3,0.32,46.7,19,75.7,42.3,0.99,0.63,0,0.59,0.32,23.8,2.39,Matches
352,Iliman Ndiaye,sn SEN,FW,Everton,24-352,2000,20.9,40.2,1.39,8.52,16.6,17.3,3.11,40.1,5.89,2.78,47.2,2.68,45.5,23.1,186.7,93.4,3.4,1.77,1.29,2.06,1.67,24.4,4.55,Matches
353,Wilfred Ndidi,ng NGA,MF,Leicester City,28-067,1996,14.4,53.5,5.21,19,24.9,10.1,2.71,53.5,1.6,0.76,47.8,0.76,47.8,26.9,108.3,41.3,0.63,0.76,0.14,1.53,1.46,31.7,3.4,Matches
354,Kosta Nedeljkovic,rs SRB,DF,Aston Villa,19-067,2005,1.4,47.1,2.86,10.7,22.9,13.6,0,47.1,1.43,0.71,50,0.71,50,19.3,72.1,23.6,0.71,0,0,0.71,0,22.9,0,Matches
355,Reiss Nelson,eng ENG,FW,Arsenal,25-073,1999,0,2,0,1,1,0,0,2,0,0,,0,,1,4,4,0,0,0,0,0,1,0,Matches
356,Reiss Nelson,eng ENG,FW,Fulham,25-073,1999,5.4,64.3,0.93,5.56,20.4,39.3,6.48,64.3,6.48,2.41,37.1,2.41,37.1,48,362.2,177.8,8.33,4.63,3.89,2.59,1.48,50.7,11.7,Matches
357,Neto,br BRA,GK,Bournemouth,35-217,1989,2,35,30,35,0,0,0,35,0,0,,0,,17.5,74,49.5,0,0,0,0,0,14,0,Matches
358,Pedro Neto,pt POR,FW,Chelsea,24-349,2000,13.3,45.8,0.45,4.66,14.3,27.6,4.89,45.8,5.11,1.73,33.8,2.18,42.6,30.6,266.7,144.8,5.94,2.71,2.18,1.8,1.05,34.1,8.8,Matches
359,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-267,1999,7,38.4,0.71,3.86,15.4,19.7,6,38.4,2,1,50,0.71,35.7,22.6,172.4,94.7,4.29,2.29,1.57,2.71,1.71,27.9,7.57,Matches
360,Christopher Nkunku,fr FRA,FW,Chelsea,27-099,1997,6.1,46.1,1.31,5.57,18,22.5,4.75,46.1,2.62,0.98,37.5,1.31,50,28.9,131.3,52.1,1.48,1.31,1.48,1.48,0.98,36.1,7.38,Matches
361,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-178,1998,9.9,71.5,2.02,12,23.5,36.3,4.75,71.5,2.53,1.11,44,1.01,40,44.4,244,128.4,3.94,1.41,2.12,1.62,0.81,51.7,12.2,Matches
362,Darwin Nunez,uy URU,FW,Liverpool,25-242,1999,10,28,0.8,3.7,9.6,15.7,5.4,28,2.1,0.8,38.1,1.2,57.1,15.2,86.6,46.7,1.9,1.6,0.9,1.9,1.7,18.5,6,Matches
363,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,17-337,2007,4.2,53.6,0.48,5.71,21.4,26.9,4.29,53.6,5.95,3.81,64,1.19,20,36.4,288.6,148.3,4.76,2.62,2.38,2.38,1.67,39.3,10.5,Matches
364,Christian Norgaard,dk DEN,MF,Brentford,30-348,1994,19.8,58.3,5.86,20.4,27.5,11,1.92,58.3,0.56,0.25,45.5,0.2,36.4,27.8,107.4,45.9,0.51,0.45,0.2,1.16,0.81,35.4,1.57,Matches
365,Jake O'Brien,ie IRL,DF,Everton,23-282,2001,5.5,54.9,4,25.3,21.5,8.36,0.55,54.9,1.45,0.36,25,0.91,62.5,22.7,98,31.1,0.36,0.36,0.18,0.55,0.18,26.4,1.64,Matches
366,Matt O'Riley,dk DEN,MF,Brighton,24-092,2000,5.3,55.1,2.26,9.25,26,19.8,4.34,55.1,1.13,0.57,50,0.57,50,27.4,111.7,54.9,1.7,1.13,0.38,1.51,0.57,32.5,4.72,Matches
367,Dara O'Shea,ie IRL,DF,Ipswich Town,25-354,1999,21.7,61.2,12,35.5,22,3.73,1.57,61.2,0.09,0.05,50,0.05,50,28.3,120.7,59.4,0.14,0.05,0,0.37,0.14,35.5,0.05,Matches
368,Chidozie Obi-Martin,dk DEN,MF,Manchester Utd,17-084,2007,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
369,Wilson Odobert,fr FRA,FW,Tottenham,20-085,2004,1.8,60.6,1.11,6.11,17.2,37.8,7.22,60.6,7.22,2.78,38.5,3.89,53.8,43.3,357.2,230,7.22,6.11,3.33,2.22,2.22,45,10,Matches
370,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-296,1997,2.6,26.9,1.15,4.23,7.31,15.4,2.31,26.9,2.69,0.38,14.3,1.15,42.9,15.8,126.9,53.5,2.69,0.77,0.77,1.54,0.77,16.5,5.77,Matches
371,Caleb Okoli,it ITA,DF,Leicester City,23-223,2001,10.2,65.8,12.7,37.2,26.6,2.35,0.69,65.8,0,0,,0,,38.2,188.5,88.6,0.29,0.1,0,0.69,0.2,39.4,0.2,Matches
372,Robin Olsen,se SWE,GK,Aston Villa,35-044,1990,0.5,50,40,50,0,0,0,50,0,0,,0,,22,90,66,0,0,0,0,0,32,0,Matches
373,Amadou Onana,be BEL,MF,Aston Villa,23-189,2001,12,55.2,4.08,15.4,32.3,8.58,1.25,55.2,1.17,0.75,64.3,0.25,21.4,29.9,141.4,66.8,1.08,1.25,0,0.58,0.58,36.3,0.83,Matches
374,Andre Onana,cm CMR,GK,Manchester Utd,28-325,1996,25,41.6,30.6,40.8,0.8,0,0,41.6,0,0,,0,,30.1,153.2,86.1,0,0,0,0.04,0,26.4,0,Matches
375,Paul Onuachu,ng NGA,FW,Southampton,30-269,1994,7,40.4,1.57,4.29,21.9,14.6,5.57,40.4,3,1,33.3,1.43,47.6,18.7,80.3,27.7,0.86,0.43,0.29,4.29,3.29,32.7,2.71,Matches
376,Frank Onyeka,ng NGA,MF,Brentford,27-051,1998,0.3,33.3,0,3.33,16.7,13.3,0,33.3,0,0,,0,,20,183.3,46.7,0,0,0,6.67,3.33,20,0,Matches
377,Lewis Orford,eng ENG,MF,West Ham,19-003,2006,0.5,84,2,16,56,14,4,84,0,0,,0,,44,196,54,0,0,0,2,0,62,2,Matches
378,Stefan Ortega,de GER,GK,Manchester City,32-107,1992,9,39.8,30.2,39.6,0.22,0,0,39.8,0,0,,0,,25.8,119.9,66.4,0,0,0,0,0,24.4,0,Matches
379,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-201,2003,0.5,30,0,0,14,16,4,30,2,2,100,0,0,16,102,28,2,2,0,6,6,18,10,Matches
380,Dango Ouattara,bf BFA,FW,Bournemouth,23-010,2002,14.8,42.6,2.91,7.77,13.5,22.3,5.54,42.6,3.38,1.55,46,1.62,48,21.4,157.6,77.2,3.38,1.42,1.69,2.5,1.55,25.2,9.12,Matches
381,Nico O’Reilly,eng ENG,"MF,DF",Manchester City,19-337,2005,0.3,76.7,3.33,10,53.3,16.7,0,76.7,6.67,3.33,50,3.33,50,53.3,370,110,3.33,3.33,0,3.33,0,50,0,Matches
382,Alex Palmer,eng ENG,GK,Ipswich Town,28-195,1996,1,45,42,45,0,0,0,45,0,0,,0,,19,74,47,0,0,0,0,0,16,0,Matches
383,Cole Palmer,eng ENG,MF,Chelsea,22-291,2002,24.3,52.5,0.41,3.83,24.1,25.2,3.74,52.3,3.21,1.32,41,1.36,42.3,33,215.1,106.3,3.37,2.14,1.03,1.85,0.95,38.5,5.27,Matches
384,Emerson Palmieri,it ITA,DF,West Ham,30-202,1994,18.6,56.1,3.39,17.8,23.9,15.1,1.18,56.1,1.29,0.43,33.3,0.75,58.3,23.5,125.6,68.6,1.72,1.08,0.43,1.02,0.38,30.8,3.49,Matches
385,Lucas Paqueta,br BRA,"MF,FW",West Ham,27-178,1997,18.9,63.2,2.01,12.3,34.4,17.1,2.49,63.1,1.48,0.58,39.3,0.79,53.6,31.3,107.8,42.9,0.79,1.22,0.11,2.06,2.28,43.8,3.39,Matches
386,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-253,1993,21.4,70.4,2.52,15.3,37.6,17.9,1.03,70.4,0.84,0.42,50,0.33,38.9,38.4,190.4,96.6,0.93,1.07,0.05,0.79,0.51,49.1,1.36,Matches
387,Nathan Patterson,sct SCO,"DF,FW",Everton,23-128,2001,1.4,70.7,2.86,14.3,32.1,25.7,2.14,70.7,5,4.29,85.7,0,0,28.6,132.9,75,2.86,1.43,1.43,2.14,0.71,37.1,5,Matches
388,Andreas Pereira,br BRA,MF,Fulham,29-051,1996,14.3,55.5,0.84,7.69,22.9,25.5,1.54,55.4,1.19,0.42,35.3,0.35,29.4,28.8,129.4,63.1,0.98,1.68,0.28,1.26,0.91,33.8,3.36,Matches
389,Ricardo Pereira,pt POR,DF,Leicester City,31-138,1993,1.6,60.6,1.88,17.5,35,8.13,0.63,60.6,0,0,,0,,35.6,76.9,20.6,0.63,0,0.63,0.63,0,34.4,1.88,Matches
390,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-081,1995,10.6,53.7,4.72,17.2,27.7,8.96,0.38,53.7,0.75,0.38,50,0.38,50,24,117.5,44.9,0.38,0.47,0,1.79,0.75,29.2,0.19,Matches
391,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23-013,2002,3.7,39.2,1.08,7.3,14.6,17.8,3.78,39.2,4.05,1.08,26.7,2.16,53.3,20.3,140.5,64.6,1.89,1.35,1.89,1.89,0.81,22.4,4.59,Matches
392,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,23-013,2002,1.5,38.7,0,12,12.7,14.7,2.67,38.7,2.67,1.33,50,1.33,50,25.3,236,74,4.67,2,1.33,2.67,4.67,26.7,6,Matches
393,Jordan Pickford,eng ENG,GK,Everton,30-351,1994,25,44.8,29.1,42.6,2.28,0,0,44.8,0,0,,0,,23.9,149.1,86.6,0,0,0,0.04,0,21.2,0,Matches
394,Ethan Pinnock,jm JAM,DF,Brentford,31-268,1993,16.3,65.3,14.8,37.6,21.7,6.07,1.29,65.3,0.55,0.18,33.3,0.37,66.7,31.5,151.3,73.7,0.12,0.18,0,0.06,0.25,36.6,0.49,Matches
395,Daniel Podence,pt POR,"MF,FW",Wolves,29-123,1995,0.5,40,0,4,22,14,0,40,4,4,100,0,0,26,154,86,2,2,0,0,0,34,6,Matches
396,Alfie Pond,eng ENG,DF,Wolves,20-357,2004,0,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0,Matches
397,Nick Pope,eng ENG,GK,Newcastle Utd,32-308,1992,15,32.8,26.6,32.3,0.47,0,0,32.8,0,0,,0,,17.9,96.3,62.9,0,0,0,0,0.07,11.3,0,Matches
398,Pedro Porro,es ESP,DF,Tottenham,25-161,1999,23.1,76,4.5,22.4,27,27.1,1.17,76,1.21,0.43,35.7,0.69,57.1,39.7,184.3,95.2,2.29,1.52,0.17,0.78,0.69,43.7,3.72,Matches
399,Jarell Quansah,eng ENG,DF,Liverpool,22-023,2003,3.1,76.1,9.03,36.5,33.5,6.13,0.97,76.1,0.65,0.32,50,0.32,50,48.1,278.4,152.9,0.65,0.97,0.32,0.97,0.65,53.9,0.65,Matches
400,Hakon Rafn Valdimarsson,is ISL,GK,Brentford,23-131,2001,1.6,45,37.5,44.4,0.63,0,0,45,0,0,,0,,27.5,119.4,50,0,0,0,0,0,22.5,0,Matches
401,Aaron Ramsdale,eng ENG,GK,Southampton,26-283,1998,17,45.6,33,44.9,0.71,0,0,45.6,0,0,,0,,28.8,147.6,88,0,0,0,0,0,26.5,0,Matches
402,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-269,2001,11.9,43.7,0.76,7.98,16.1,20.3,3.7,43.7,2.69,1.6,59.4,0.76,28.1,29.4,194.5,92.1,3.19,1.76,1.01,1.93,1.18,33.7,5.88,Matches
403,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-113,1997,10.9,40.4,0.28,3.21,17.3,20.4,3.12,40.4,3.58,0.83,23.1,2.39,66.7,26.9,155.4,66.8,1.83,1.74,1.1,1.28,0.55,31.3,7.25,Matches
404,Marcus Rashford,eng ENG,FW,Aston Villa,27-113,1997,1.2,77.5,0,2.5,13.3,61.7,6.67,77.5,8.33,4.17,50,4.17,50,53.3,313.3,195.8,6.67,3.33,3.33,0.83,0.83,59.2,16.7,Matches
405,David Raya,es ESP,GK,Arsenal,29-159,1995,25,38,23.2,36.1,1.92,0,0,38,0,0,,0,,23.9,118.8,70.3,0,0,0,0.04,0,21.5,0,Matches
406,Harrison Reed,eng ENG,MF,Fulham,30-025,1995,0.8,78.8,1.25,8.75,27.5,43.8,6.25,78.8,1.25,0,0,0,0,32.5,92.5,21.3,1.25,1.25,0,2.5,2.5,38.8,8.75,Matches
407,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-352,2006,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
408,Sergio Reguilon,es ESP,DF,Tottenham,28-067,1996,1.4,86.4,1.43,20,43.6,23.6,2.14,86.4,2.86,1.43,50,0,0,45.7,209.3,128.6,2.86,1.43,0.71,0.71,0.71,52.9,7.14,Matches
409,Bobby Reid,jm JAM,"FW,MF",Leicester City,32-019,1993,5.8,35,1.72,6.21,14.8,14,2.24,35,1.21,0,0,0.86,71.4,21.9,98.4,48.4,1.38,0.69,0.69,1.55,1.21,24.3,5,Matches
410,Chadi Riad,ma MAR,DF,Crystal Palace,21-249,2003,1,90,5,41,49,1,0,90,0,0,,0,,58,318,232,2,0,0,1,0,69,0,Matches
411,Declan Rice,eng ENG,MF,Arsenal,26-038,1999,20.3,63.7,2.27,10.6,30.4,23.2,2.12,63.7,0.99,0.44,45,0.49,50,33.8,215.3,115.5,3.2,2.02,0.49,1.18,0.84,41.5,2.96,Matches
412,Chris Richards,us USA,DF,Crystal Palace,24-330,2000,11.9,56.6,6.3,29.2,24.5,3.11,0.84,56.6,0.34,0,0,0.34,100,26.4,116.3,54.7,0.25,0.25,0,0.34,0.25,32.9,0.08,Matches
413,Richarlison,br BRA,FW,Tottenham,27-287,1997,3.1,37.4,2.58,6.13,20,11.6,3.87,37.4,2.9,0.32,11.1,2.26,77.8,18.1,100,44.5,2.58,2.26,0.97,1.29,1.61,25.5,5.48,Matches
414,Andrew Robertson,sct SCO,DF,Liverpool,30-347,1994,21.1,78.5,3.27,19.8,35.6,23.6,1.75,78.5,0.52,0.14,27.3,0.33,63.6,42.3,187.8,107.6,2.32,2.09,0.19,0.95,0.43,53,3.79,Matches
415,Antonee Robinson,us USA,DF,Fulham,27-197,1997,25,73.2,3.68,22.8,28.6,22.9,2.08,73.2,2.32,1,43.1,0.88,37.9,39.6,211.6,125.2,3.52,1.76,0.88,1.08,0.52,44.2,8.04,Matches
416,Rodri,es ESP,MF,Manchester City,28-244,1996,0.7,92.9,1.43,17.1,42.9,34.3,0,92.9,1.43,0,0,0,0,48.6,178.6,60,0,2.86,0,0,0,70,1.43,Matches
417,Guido Rodriguez,ar ARG,MF,West Ham,30-315,1994,11.3,54.4,3.72,17.3,32.3,4.87,0.18,54.4,0.27,0.18,66.7,0,0,25.1,87.4,34.7,0.18,0.44,0,0.09,0.53,31.3,0.44,Matches
418,Mads Roerslev,dk DEN,DF,Brentford,25-242,1999,12.2,52.9,4.02,19.2,22,12,1.64,52.9,1.56,0.57,36.8,0.66,42.1,28.9,133.6,70.3,1.39,1.07,0,0.74,0.49,33.4,4.43,Matches
419,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-210,2002,23.1,40.4,1.3,5.93,17.6,17.8,4.59,40.4,4.81,2.03,42.3,2.21,45.9,23.8,172.6,102.7,3.59,2.38,0.95,3.07,2.12,28.4,5.58,Matches
420,Cristian Romero,ar ARG,DF,Tottenham,26-300,1998,10.8,90.8,10.4,37.2,49.2,5,1.48,90.8,0.28,0.09,33.3,0.09,33.3,60.7,316.9,197.8,0.93,1.48,0,0.37,0.28,62.2,0.19,Matches
421,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-307,2002,14.9,34.9,1.21,4.56,13.2,17.9,4.43,34.9,3.69,1.41,38.2,1.81,49.1,20,144,86.5,2.62,2.15,0.94,2.21,1.74,22.7,4.5,Matches
422,Jose Sa,pt POR,GK,Wolves,32-035,1993,18,34.7,27.6,34.3,0.44,0,0,34.7,0.33,0.33,100,0,0,21.4,132.8,82.2,0,0,0,0.06,0,16.6,0,Matches
423,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-169,2001,14.1,52,0.43,2.84,11.6,38,8.16,51.9,5.18,2.34,45.2,2.06,39.7,32.8,226.7,130.9,5.11,1.35,2.62,1.7,2.48,37.3,13.8,Matches
424,Mohamed Salah,eg EGY,FW,Liverpool,32-251,1992,25.5,44.5,0.35,2.59,13.3,29.2,9.65,44.2,3.53,1.8,51.1,1.61,45.6,30.8,186,94.5,4.08,1.53,3.49,2.86,2.04,37.7,12.8,Matches
425,William Saliba,fr FRA,DF,Arsenal,23-334,2001,22.3,79.5,5.65,32.7,43.9,3.27,0.49,79.5,0.58,0.4,69.2,0.18,30.8,48.7,205.2,100.3,0.4,0.31,0,0.54,0.22,58.7,0.13,Matches
426,Robert Sanchez,es ESP,GK,Chelsea,27-095,1997,21,43.3,31.5,42.9,0.48,0,0,43.3,0,0,,0,,29.2,134.4,85.2,0,0,0,0,0,27.5,0,Matches
427,Jadon Sancho,eng ENG,FW,Chelsea,24-333,2000,13.1,49.5,0.76,6.11,15.4,28.5,6.18,49.5,5.65,2.9,51.4,2.29,40.5,33.7,233.1,130.5,5.19,1.91,2.75,1.53,1.07,39.1,11.2,Matches
428,Ibrahim Sangare,ci CIV,MF,Nott'ham Forest,27-081,1997,2.8,62.5,2.14,14.3,40.7,8.21,2.5,62.5,0,0,,0,,25.4,98.6,28.6,0,0.71,0,1.07,0.36,33.9,0.71,Matches
429,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-286,1992,5.2,51.5,0.58,6.54,25.2,20,2.69,51.5,1.73,0.77,44.4,0.58,33.3,29.8,148.7,81.2,1.92,2.12,0,1.73,1.54,34.4,6.54,Matches
430,Jeremy Sarmiento,ec ECU,MF,Brighton,22-250,2002,0.1,80,0,0,60,20,0,80,0,0,,0,,60,610,100,0,0,0,10,0,70,20,Matches
431,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-362,1998,18.7,36.2,1.39,5.67,13.5,17.4,4.49,36.2,1.87,0.59,31.4,0.91,48.6,20.3,121.9,65.1,2.35,1.55,1.12,2.46,1.6,24.8,6.52,Matches
432,Savio,br BRA,"FW,MF",Manchester City,20-317,2004,14,56.6,0.57,2.86,13.6,41,7.79,56.6,6.36,3,47.2,2.14,33.7,40.6,339.7,189.2,7.07,2.57,3.79,2.43,1.93,43.9,11.7,Matches
433,Oliver Scarles,eng ENG,DF,West Ham,19-071,2005,1.8,69.4,3.33,22.8,25,22.8,2.22,69.4,2.22,0.56,25,1.67,75,31.1,129.4,58.3,1.11,1.11,0.56,3.33,0.56,32.8,8.33,Matches
434,Dane Scarlett,eng ENG,FW,Tottenham,20-334,2004,0.1,20,0,0,20,0,0,20,0,0,,0,,10,240,210,10,0,0,0,0,0,0,Matches
435,Kevin Schade,de GER,FW,Brentford,23-086,2001,13.8,33.8,1.3,5.22,9.78,19.2,5.43,33.8,3.19,0.94,29.5,1.81,56.8,18,131.2,57.8,2.46,1.16,1.23,2.25,1.81,22.3,6.74,Matches
436,Fabian Schar,ch SUI,DF,Newcastle Utd,33-063,1991,19.8,72.5,8.79,38.3,30.1,4.6,0.96,72.5,0.51,0.35,70,0.05,10,47.1,216,124.7,0.61,0.91,0.05,0.35,0.1,50.7,0.71,Matches
437,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-060,1992,1.1,71.8,1.82,8.18,28.2,37.3,5.45,71.8,0.91,0.91,100,0,0,27.3,136.4,60.9,3.64,0.91,0.91,6.36,0,37.3,8.18,Matches
438,Alex Scott,eng ENG,MF,Bournemouth,21-184,2003,3.1,67.4,3.55,14.2,33.5,20.3,1.94,67.4,4.52,0.65,14.3,2.58,57.1,40,215.8,93.9,1.61,0.97,0.32,1.61,1.29,41.9,4.84,Matches
439,Matz Sels,be BEL,GK,Nott'ham Forest,32-361,1992,25,29,21.8,28.4,0.56,0,0,29,0,0,,0,,14.8,85.6,44.2,0,0,0,0,0,11.6,0,Matches
440,Nelson Semedo,pt POR,DF,Wolves,31-097,1993,19.9,52.7,4.72,16.8,24.4,12.2,0.8,52.7,2.26,1.11,48.9,0.9,40,26.5,160.9,88.9,2.16,1.36,0.4,1.11,0.45,29.7,3.52,Matches
441,Antoine Semenyo,gh GHA,FW,Bournemouth,25-045,2000,23.4,47.3,1.45,6.15,16.1,26.2,5.94,47.3,4.27,2.35,55,1.62,38,28.9,221.9,108.6,4.19,2.14,2.18,2.61,2.22,32.9,8.76,Matches
442,Marcos Senesi,ar ARG,DF,Bournemouth,27-287,1997,10.2,68.4,5.78,29.9,33.2,6.18,1.18,68.4,0.78,0.49,62.5,0.29,37.5,42.4,224.2,128,1.08,1.37,0,0.49,0.49,42.8,0.29,Matches
443,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,24-279,2000,0.2,65,0,20,30,20,0,65,0,0,,0,,35,375,315,5,10,0,0,10,30,10,Matches
444,Luke Shaw,eng ENG,DF,Manchester Utd,29-224,1995,0.8,133.8,3.75,57.5,70,6.25,0,133.8,0,0,,0,,107.5,418.8,178.8,1.25,2.5,0,1.25,0,116.3,0,Matches
445,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-227,2005,0,3,0,1,0,2,0,3,0,0,,0,,1,6,6,0,0,0,0,0,2,0,Matches
446,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-195,1994,21.3,64.8,1.46,10.9,25.2,29.2,5.68,64.8,2.16,1.03,47.8,0.94,43.5,40.5,265.7,133.8,3.62,2.21,1.27,0.75,1.22,48.1,7.32,Matches
447,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-204,1999,7.9,38.1,2.28,9.75,10.4,19.4,4.94,38.1,3.54,1.14,32.1,1.39,39.3,18.9,124.3,68.4,2.15,1.27,0.89,2.91,1.39,20.9,5.7,Matches
448,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-294,2006,0.3,43.3,10,23.3,13.3,6.67,0,43.3,3.33,0,0,3.33,100,13.3,86.7,36.7,3.33,0,0,3.33,0,10,3.33,Matches
449,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-109,2005,1.1,111.8,8.18,55.5,53.6,2.73,0.91,111.8,0.91,0,0,0,0,71.8,341.8,172.7,0.91,0,0,0.91,0,91.8,0,Matches
450,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-249,1999,2.3,54.3,2.61,5.22,13.9,35.2,7.83,54.3,6.96,3.04,43.8,3.04,43.8,33.5,243.5,121.7,6.09,1.74,3.48,1.74,1.3,36.1,13,Matches
451,Oliver Skipp,eng ENG,MF,Leicester City,24-158,2000,8.5,49.9,2.47,11.6,31.8,6.94,0.59,49.9,1.06,0.47,44.4,0.59,55.6,28.6,116.1,57.9,1.53,0.82,0.12,1.18,0.59,34.1,1.53,Matches
452,William Smallbone,ie IRL,MF,Southampton,25-000,2000,4.2,56.9,1.67,8.1,27.6,21.7,2.62,56.9,0.48,0.48,100,0,0,23.6,92.4,45.2,0.95,1.67,0,2.14,0.71,34.3,3.57,Matches
453,Adam Smith,eng ENG,DF,Bournemouth,33-298,1991,11.5,44.1,2.52,15,19.3,10,0.26,44.1,0.96,0.35,36.4,0.35,36.4,18.9,68.1,32.2,0.61,1.04,0,0.87,0.43,19.5,1.39,Matches
454,Emile Smith Rowe,eng ENG,MF,Fulham,24-208,2000,16.8,53.9,1.01,7.08,24.9,22.4,2.68,53.9,1.67,0.89,53.6,0.65,39.3,36.2,182.4,99.5,2.92,1.96,0.65,1.55,0.71,42,5.36,Matches
455,Dominic Solanke,eng ENG,FW,Tottenham,27-160,1997,17.8,28.2,1.4,2.75,12.9,12.9,5.22,28.2,2.36,0.79,33.3,1.46,61.9,15.8,89,37,1.52,1.12,0.73,2.47,1.97,19,3.99,Matches
456,Carlos Soler,es ESP,"MF,FW",West Ham,28-050,1997,11.5,49.1,1.3,11.2,25.5,12.9,1.39,49.1,1.39,0.61,43.8,0.7,50,22.6,112.8,45,0.96,1.22,0.35,0.7,0.96,33.1,1.74,Matches
457,Ramon Sosa,py PAR,"FW,MF",Nott'ham Forest,25-174,1999,2.7,45.9,1.48,10.4,13,23.7,4.07,45.9,3.7,2.59,70,1.11,30,23,187,99.6,3.7,2.22,1.48,1.85,1.85,24.4,5.19,Matches
458,Tomas Soucek,cz CZE,MF,West Ham,29-360,1995,19.4,45.5,4.43,12.5,23.2,10,3.81,45.5,0.36,0.21,57.1,0.15,42.9,17.4,53.2,19.2,0.21,0.41,0.1,0.67,0.41,26.7,2.22,Matches
459,Boubakary Soumare,fr FRA,MF,Leicester City,25-360,1999,14.3,63.1,2.94,17,39.1,7.69,0.84,63.1,2.31,1.47,63.6,0.56,24.2,37.7,171.9,89.9,1.4,0.49,0.14,1.19,1.05,43.8,1.05,Matches
460,Djed Spence,eng ENG,DF,Tottenham,24-196,2000,8.6,78.7,4.42,26.6,35.6,17.4,1.4,78.7,4.53,2.56,56.4,1.63,35.9,45.7,272.7,155.9,3.49,2.91,0.58,1.16,1.4,50.2,4.42,Matches
461,Jay Stansfield,eng ENG,MF,Fulham,22-089,2002,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
462,Jason Steele,eng ENG,GK,Brighton,34-187,1990,2,57,53.5,57,0,0,0,57,0,0,,0,,45.5,180.5,75.5,0,0,0,0,0,41.5,0,Matches
463,Jack Stephens,eng ENG,DF,Southampton,31-025,1994,8.9,78.1,7.87,31.7,38.4,8.43,0.56,78.1,0.34,0,0,0.34,100,43.4,207.4,104.4,1.24,1.01,0,0.11,0.11,57.5,0.11,Matches
464,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-075,1994,3.2,51.9,0.31,0.94,11.6,40,9.06,51.9,5.63,2.5,44.4,1.56,27.8,38.8,267.5,152.2,5.31,2.5,4.38,2.19,3.44,39.7,15.6,Matches
