Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
458,Tomas Soucek,cz CZE,MF,West Ham,29-360,1995,19.4,0.41,0,0,1.7,0.88,0.1,0.41,0.67,0.72,0.05,0,0,2.27,3.56,2.78,56.1,Matches
459,Boubakary Soumare,fr FRA,MF,Leicester City,25-360,1999,14.3,0.56,0,0,1.33,0.84,0,0.49,1.19,0.98,0,0,0,6.29,1.12,0.49,69.6,Matches
460,Djed Spence,eng ENG,DF,Tottenham,24-196,2000,8.6,0.35,0.12,0.12,0.93,1.05,0.12,1.63,1.05,2.67,0,0,0,4.53,1.28,0.93,57.9,Matches
461,Jay Stansfield,eng ENG,MF,Fulham,22-089,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
462,Jason Steele,eng ENG,GK,Brighton,34-187,1990,2,0,0,0,0,0.5,0,0,0,0,0,0,0,3.5,0.5,0.5,50,Matches
463,Jack Stephens,eng ENG,DF,Southampton,31-025,1994,8.9,0.22,0.22,0,0.9,0.22,0.11,0,0.56,1.12,0,0,0,2.81,0.45,0.56,44.4,Matches
464,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-075,1994,3.2,0.31,0,0,1.88,0.94,0.94,2.19,0.31,1.25,0,0,0,2.5,0.31,0.94,25,Matches
465,Ross Stewart,sct SCO,"FW,MF",Southampton,28-225,1996,1.5,0.67,0,0,2,3.33,0.67,0,0,0,0,0,0,1.33,2.67,4.67,36.4,Matches
466,Jakub Stolarczyk,pl POL,GK,Leicester City,24-064,2000,6,0.17,0,0,0,0,0,0,0,0.17,0,0,0,1.17,0.5,0,100,Matches
467,John Stones,eng ENG,"DF,MF",Manchester City,30-269,1994,6.1,0.16,0,0,0.33,0.33,0,0,0.66,0.33,0,0,0,3.61,1.31,0.98,57.1,Matches
468,Jorgen Strand Larsen,no NOR,FW,Wolves,25-015,2000,20.4,0.1,0,0,1.47,0.59,0.59,0.2,0.2,0.2,0,0,0,1.52,2.3,3.28,41.2,Matches
469,Yukinari Sugawara,jp JPN,DF,Southampton,24-238,2000,13.5,0.3,0,0,0.81,0.67,0.3,4.52,0.74,1.04,0,0.07,0,2.74,0.22,0.59,27.3,Matches
470,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-006,2002,4.3,0,0,0,1.4,1.63,0.23,1.86,0.7,1.86,0,0,0,4.42,0.7,1.86,27.3,Matches
471,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-114,2001,8.7,0.23,0,0,1.03,2.64,0.46,2.41,0,0.8,0,0,0,4.37,0.46,1.03,30.8,Matches
472,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-150,1995,10.9,0.18,0,0,0.83,0.73,0.73,1.19,0.55,0.83,0,0.09,0,3.76,0.55,1.01,35.3,Matches
473,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-119,2000,19.2,0.31,0,0,1.61,0.89,0.05,1.51,0.47,0.68,0,0,0,4.95,0.83,0.78,51.6,Matches
474,Matt Targett,eng ENG,DF,Newcastle Utd,29-156,1995,0.1,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,,Matches
475,James Tarkowski,eng ENG,DF,Everton,32-094,1992,24.9,0.16,0,0,1.04,0.72,0.04,0,1.29,1.33,0,0.04,0,3.17,3.21,1,76.2,Matches
476,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-336,1999,13.3,0.23,0,0,1.13,1.05,0.23,5.56,0.23,1.43,0,0,0,5.04,0.83,1.88,30.6,Matches
477,Charlie Taylor,eng ENG,DF,Southampton,31-156,1993,3,0.33,0,0,0.67,0.67,0,3,1,1.67,0,0,0,2.33,1.33,0.67,66.7,Matches
478,Jack Taylor,ie IRL,MF,Ipswich Town,26-243,1998,4.7,0.64,0,0,1.91,0.43,0,1.06,0.85,0.64,0,0,0,6.6,1.28,0.64,66.7,Matches
479,Mathys Tel,fr FRA,FW,Tottenham,19-300,2005,1,0,0,0,3,1,0,2,0,0,0,0,0,7,1,0,100,Matches
480,Kenny Tete,nl NED,DF,Fulham,29-135,1995,14,0.21,0,0,1.64,0.86,0,1.36,2,1.93,0,0,0,3.5,1.07,0.79,57.7,Matches
481,Thiago,br BRA,FW,Brentford,23-240,2001,1.5,0,0,0,2,2,0.67,0.67,1.33,1.33,0,0,0,6,2.67,2,57.1,Matches
482,Luke Thomas,eng ENG,DF,Leicester City,23-256,2001,2,0,0,0,0,0.5,0,1.5,1,2.5,0,0,0,3.5,1,1.5,40,Matches
483,Youri Tielemans,be BEL,MF,Aston Villa,27-290,1997,24.7,0.16,0,0,1.38,1.7,0,4.05,0.77,1.78,0,0,0,4.25,0.65,0.65,50,Matches
484,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-261,1997,0.2,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,100,Matches
485,Jurrien Timber,nl NED,DF,Arsenal,23-249,2001,20.5,0.34,0,0,1.22,0.98,0.24,0.98,0.78,1.27,0,0,0,3.61,0.68,0.78,46.7,Matches
486,Jean-Clair Todibo,fr FRA,DF,West Ham,25-053,1999,9.6,0,0,0,0.63,0.31,0,0.1,1.15,1.56,0,0,0,4.27,1.56,1.46,51.7,Matches
487,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-186,1995,0.5,0,0,0,0,0,0,6,2,0,0,0,0,4,2,0,100,Matches
488,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-108,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
489,Sandro Tonali,it ITA,MF,Newcastle Utd,24-289,2000,17.2,0.29,0,0,1.63,1.92,0.12,1.4,1.28,1.22,0.06,0,0,6.16,0.47,0.47,50,Matches
490,Pau Torres,es ESP,DF,Aston Villa,28-036,1997,17.2,0.06,0,0,0.35,0.35,0,0.06,0.35,0.76,0,0,0,3.02,0.81,1.22,40,Matches
491,Conor Townsend,eng ENG,DF,Ipswich Town,31-354,1993,1.5,0,0,0,0,0,0,3.33,2,3.33,0,0,0,2,1.33,0.67,66.7,Matches
492,Adama Traore,es ESP,FW,Fulham,29-027,1996,13.6,0.15,0,0,1.32,1.84,0.07,5.51,0.07,0.44,0,0,0,4.41,1.54,1.18,56.8,Matches
493,Mark Travers,ie IRL,GK,Bournemouth,25-279,1999,5,0,0,0,0,0.2,0,0,0,0,0,0,0,0.6,0.2,0,100,Matches
494,Ryan Trevitt,eng ENG,MF,Brentford,21-346,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
495,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-155,1990,6.5,0.15,0,0,1.85,0.46,0.15,5.54,1.08,1.23,0,0,0,5.23,1.69,1.23,57.9,Matches
496,Leandro Trossard,be BEL,FW,Arsenal,30-079,1994,17.1,0.18,0.06,0.06,0.7,1.46,0.29,3.45,0.53,0.76,0,0,0,3.98,0.18,0.88,16.7,Matches
497,Kostas Tsimikas,gr GRE,DF,Liverpool,28-285,1996,4.1,0.24,0,0,1.46,0.24,0,6.83,0.98,1.71,0,0,0,3.9,1.22,0.73,62.5,Matches
498,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-099,1997,11.3,0.44,0.09,0.09,0.71,0.71,0,0.35,1.24,1.15,0,0,0,2.57,0.88,0.8,52.6,Matches
499,Destiny Udogie,it ITA,DF,Tottenham,22-085,2002,15.9,0.13,0,0,1.38,1.89,0.06,1.07,1.07,1.95,0,0,0,5.22,0.69,0.82,45.8,Matches
500,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-316,2001,12,0.67,0,0,2.33,1.58,0,0.08,1.42,2.67,0,0,0.08,5.67,0.75,1.08,40.9,Matches
501,Lesley Ugochukwu,fr FRA,MF,Southampton,20-332,2004,8.8,0.34,0,0,2.05,1.02,0,0.57,0.45,1.82,0,0.11,0,3.86,1.36,0.91,60,Matches
502,Enes Unal,tr TUR,"FW,MF",Bournemouth,27-287,1997,3.8,0.53,0,0,1.58,2.37,0.26,1.05,0,0,0,0,0,4.21,6.32,5.79,52.2,Matches
503,Virgil van Dijk,nl NED,DF,Liverpool,33-228,1991,26,0.12,0,0,0.42,0.35,0,0.04,1.62,0.54,0,0,0,3.23,3.31,1.27,72.3,Matches
504,Jamie Vardy,eng ENG,FW,Leicester City,38-041,1987,20.7,0.19,0,0,0.72,0.63,0.77,0.34,0.14,0.48,0.05,0,0,1.16,1.64,1.64,50,Matches
505,Renato Veiga,pt POR,"DF,MF",Chelsea,21-207,2003,2,1,0,0,3,0.5,0.5,0,0.5,3,0,0,0,4.5,1.5,1.5,50,Matches
506,Joel Veltman,nl NED,DF,Brighton,33-037,1992,18.3,0.22,0,0,1.42,2.3,0,1.26,0.98,1.53,0,0.05,0,3.66,1.15,0.98,53.8,Matches
507,Micky van de Ven,nl NED,DF,Tottenham,23-308,2001,8.8,0.45,0,0,0.91,0.68,0,0,1.02,0.57,0,0,0,6.14,1.82,1.82,50,Matches
508,Bart Verbruggen,nl NED,GK,Brighton,22-187,2002,23,0.17,0,0,0,0.04,0,0,0,0,0,0,0,1.87,0.39,0.04,90,Matches
509,Jannik Vestergaard,dk DEN,DF,Leicester City,32-202,1992,14,0.36,0,0,0.86,0.29,0,0,1.07,0.64,0,0,0,2.93,1.79,1.07,62.5,Matches
510,Guglielmo Vicario,it ITA,GK,Tottenham,28-137,1996,13,0.08,0,0,0,0.08,0,0,0.08,0,0,0,0,1.62,0.38,0,100,Matches
511,Carlos Vinicius,br BRA,MF,Fulham,29-333,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
512,Kyle Walker,eng ENG,DF,Manchester City,34-269,1990,10.8,0.28,0,0,0.56,0.46,0.09,1.3,0.28,0.93,0,0,0,4.26,0.83,0.65,56.3,Matches
513,Kyle Walker-Peters,eng ENG,DF,Southampton,27-314,1997,22.8,0.22,0,0,0.92,1.49,0.04,1.84,0.61,0.92,0,0,0,3.99,0.39,0.79,33.3,Matches
514,Christian Walton,eng ENG,GK,Ipswich Town,29-104,1995,6,0,0,0,0,0.17,0,0,0,0,0,0,0,0.83,0.33,0,100,Matches
515,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-087,1997,23,0.04,0,0,0.74,0.74,0.13,2.09,1.91,1.35,0,0,0.04,5.39,0.61,1.04,36.8,Matches
516,Danny Ward,wls WAL,GK,Leicester City,31-244,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,,Matches
517,James Ward-Prowse,eng ENG,MF,West Ham,30-112,1994,0.7,0,0,0,0,0,0,14.3,0,0,0,0,0,4.29,0,0,,Matches
518,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-112,1994,4.4,0.45,0.23,0.23,1.59,0.45,0,4.32,1.14,0.23,0,0,0,4.32,0.68,1.14,37.5,Matches
519,Ollie Watkins,eng ENG,FW,Aston Villa,29-053,1995,20.2,0,0,0,1.24,1.29,0.3,0.35,0.2,0.2,0.05,0,0,1.49,1.73,2.03,46.1,Matches
520,Adam Webster,eng ENG,DF,Brighton,30-048,1995,2.9,0,0,0,0.69,0.34,0.34,0.34,1.38,1.03,0,0,0,3.45,2.41,0.69,77.8,Matches
521,Danny Welbeck,eng ENG,FW,Brighton,34-087,1990,16,0.13,0,0,0.5,1.19,0.13,0.19,0.31,0.5,0,0,0,1.81,0.81,1,44.8,Matches
522,Welington,br BRA,DF,Southampton,24-002,2001,1.4,0.71,0,0,1.43,2.14,0,6.43,1.43,1.43,0,0,0,5.71,0,1.43,0,Matches
523,Timo Werner,de GER,"FW,MF",Tottenham,28-352,1996,5.6,0,0,0,0.54,0.89,0.89,5,0.18,0.71,0,0,0,3.21,0,0.18,0,Matches
524,Adam Wharton,eng ENG,MF,Crystal Palace,20-264,2004,7.4,0,0,0,0.68,1.62,0,2.3,1.49,1.35,0,0,0,7.7,0.68,1.49,31.3,Matches
525,Ben White,eng ENG,DF,Arsenal,27-136,1997,7.7,0.26,0,0,0.91,0.39,0.13,0.91,1.43,0.78,0,0,0,2.6,1.3,0.39,76.9,Matches
526,Mats Wieffer,nl NED,MF,Brighton,25-097,1999,5.2,0.38,0,0,2.69,0.96,0,0.19,1.35,2.12,0,0,0,7.88,3.08,1.73,64,Matches
527,Neco Williams,wls WAL,DF,Nott'ham Forest,23-314,2001,15.8,0.25,0,0,0.89,1.58,0.06,1.52,1.14,1.65,0,0,0,3.61,1.52,0.89,63.2,Matches
528,Willian,br BRA,MF,Fulham,36-196,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
529,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-185,1999,7.4,0.27,0,0,1.76,1.35,0.27,1.35,0.54,1.62,0,0,0,2.97,0.14,1.08,11.1,Matches
530,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-360,1992,0.9,1.11,0,0,1.11,1.11,0,0,0,1.11,0,0,0,2.22,0,3.33,0,Matches
531,Harry Wilson,wls WAL,"FW,MF",Fulham,27-336,1997,9.3,0.22,0,0,1.08,1.61,0,3.23,0.54,0.65,0.11,0,0,3.98,0.43,1.72,20,Matches
532,Harry Winks,eng ENG,MF,Leicester City,29-019,1996,16.2,0.25,0,0,0.56,0.74,0,1.98,0.49,0.68,0,0,0,6.11,0.43,0.37,53.8,Matches
533,Ben Winterburn,eng ENG,MF,Bournemouth,20-170,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,100,Matches
534,Yoane Wissa,cd COD,FW,Brentford,28-171,1996,19.4,0.1,0,0,0.93,1.6,0.46,0.77,0.31,0.26,0,0,0,2.37,1.03,1.24,45.5,Matches
535,Chris Wood,nz NZL,FW,Nott'ham Forest,33-076,1991,22.3,0.04,0,0,0.67,0.72,0.9,0.04,0.18,0.13,0,0,0,1.26,3.05,4.13,42.5,Matches
536,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-266,2002,6.9,0.29,0,0,1.16,0.58,0,0.43,0.58,1.01,0,0,0,2.9,1.59,1.01,61.1,Matches
537,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-123,1998,8.7,0.23,0,0,0.46,0.11,0,0,1.84,0.23,0,0,0,3.1,1.15,1.15,50,Matches
538,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-357,2004,7.1,0.28,0,0,0.56,0.7,0.28,1.55,0.99,2.25,0,0,0,8.03,0.7,0.28,71.4,Matches
539,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-092,1997,16.2,0.37,0,0,2.41,2.35,0.31,0.19,1.17,1.11,0,0,0,4.32,2.1,1.3,61.8,Matches
540,Leny Yoro,fr FRA,DF,Manchester Utd,19-100,2005,6.1,0.33,0,0,0.82,0.16,0.16,0,2.13,0.66,0,0,0,2.95,1.15,1.48,43.8,Matches
541,Ashley Young,eng ENG,DF,Everton,39-227,1985,16.7,0.3,0.06,0,1.44,0.9,0,3.35,1.26,1.56,0,0,0,3.53,0.48,0.6,44.4,Matches
542,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-173,2002,25,0.12,0,0,0.52,0.2,0,0.16,1.12,1.04,0,0,0,4.76,2.12,1.16,64.6,Matches
543,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-068,1996,2.7,0.37,0,0,2.59,0.37,0,1.85,1.11,0,0,0,0,4.81,2.22,2.22,50,Matches
544,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-275,2001,10.8,0.09,0,0,0.65,0.74,0.28,0.37,0.37,0.46,0.09,0,0,3.8,1.57,3.61,30.4,Matches
545,Martin Odegaard,no NOR,MF,Arsenal,26-066,1998,15.3,0.13,0,0,0.52,0.92,0,3.14,0.13,0.59,0,0,0,3.73,0.39,0.26,60,Matches
